ATTRIBUTE_plant_part	ATTRIBUTE_species	G1	G2	G3	G4	G5	G6	GNPSGROUP:Anacardium occidentale	GNPSGROUP:Haemotostaphis barteri	GNPSGROUP:Lannea barteri	GNPSGROUP:Mangifera indica	GNPSGROUP:Pseudospondias microcarpa	GNPSGROUP:Sclerocarya birrea	GNPSGROUP:Spondias dulcis	GNPSGROUP:fruits	GNPSGROUP:leaves	GNPSGROUP:na	GNPSGROUP:root bark	GNPSGROUP:stem bark	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	cluster index	componentindex	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
leaves,na,stem bark,root bark	Pseudospondias microcarpa,na	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2098555.902261286	0.0	0.0	0.0	1891.9177856150511	918475.2624514161	1669.763852105987	1195613.1196544424	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2468.0","main.cluster index_upperinput":"2468.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=106&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	6.2757	6.2757	0	N/A	N/A	12986599.921302224	5	2468	106	5	672.3742	1	672.3742	12986599.921302224
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	2293817.63487052	1801081.4689587646	1929079.6237171767	1773254.5159282936	1830367.3258583583	1887797.734836742	1668474.1658906464	1787851.5368729834	1769829.4769808112	4798161.786044586	1848009.7307222637	2038465.5350350505	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2469.0","main.cluster index_upperinput":"2469.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=48&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	Spectral Match to Tri(propylene glycol) butyl ether from NIST14	0.9415399999999999	5.5685	5.5685	0	N/A	CCMSLIB00003136656	65372793.66626278	27	2469	48	27	249.2061	1	249.2061	65372793.66626278
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	1195319.126519883	1058228.9500381707	1387190.853381284	1993977.0140159756	2262252.699843392	2807298.058600748	1644627.0362206802	1178397.8212495649	1933359.961684255	2880580.695695728	2029236.1213430576	1484623.3590375767	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2470.0","main.cluster index_upperinput":"2470.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=361&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	4.8610	4.8610	0	N/A	N/A	53711837.39418244	27	2470	361	27	289.2485	1	289.2485	53711837.39418244
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	20219.352471683498	24164.936354323712	28867.644663359653	29266.667173852606	161643.76442597996	17944.370389626714	20986.694897321104	23763.61236813733	35243.4244609065	44877.2195604415	22443.402269967803	91907.52229573776	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2471.0","main.cluster index_upperinput":"2471.0"}	This Node is a Singleton	N/A	N/A	N/A	3.5833	3.5833	0	N/A	N/A	1295310.1533566292	27	2471	-1	27	183.1380	1	183.1380	1295310.1533566292
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	94546.2546087058	132328.2393897506	27156.497341106322	1107858.3192045605	54842.304402861715	49154.473288049696	132066.45374137635	2097.773147408258	220479.28417855527	41432.475027003165	45492.7049332603	426399.7476288539	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2472.0","main.cluster index_upperinput":"2472.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=307&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	2.3463	2.3463	0	N/A	N/A	5055862.30546711	17	2472	307	17	367.1959	1	367.1959	5055862.30546711
leaves,na,stem bark,root bark	Pseudospondias microcarpa,na	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	974511.5158711934	0.0	0.0	0.0	101.93978668233918	373441.78344110964	708.6775104357268	556053.1060578496	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2473.0","main.cluster index_upperinput":"2473.0"}	This Node is a Singleton	N/A	N/A	N/A	6.8315	6.8315	0	N/A	N/A	5765254.980690321	5	2473	-1	5	611.3214	1	611.3214	5765254.980690321
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Spondias dulcis,Sclerocarya birrea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	389.79222159544526	0.0	0.0	271724.9428784417	2734430.1559934095	172.75774393094215	4152.188222090826	1171190.2269561135	150568.82955230091	545.1471484281419	155082.58320524188	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2474.0","main.cluster index_upperinput":"2474.0"}	This Node is a Singleton	N/A	N/A	N/A	8.6798	8.6798	0	N/A	N/A	10044722.037152078	10	2474	-1	10	381.2985	1	381.2985	10044722.037152078
leaves,na,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	1212295.7922016557	4252.554974893665	0.0	0.0	5269.373287547299	0.0	0.0	0.0	2132.672060755629	32160.905622460323	518886.4527539218	3369.808711013612	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2475.0","main.cluster index_upperinput":"2475.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=190&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	9.8001	9.8001	0	N/A	N/A	3831527.062792139	8	2475	190	8	345.2430	1	345.2430	3831527.062792139
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	158514.90732708434	219546.4299000335	46932.74664612222	171660.02822990855	401619.2738702637	92127.57855007035	1695725.7292033788	732367.7326362359	1076515.4068667612	130003.00495960978	56241.97570700341	14047.134914037199	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2476.0","main.cluster index_upperinput":"2476.0"}	This Node is a Singleton	N/A	N/A	N/A	8.4443	8.4443	0	N/A	N/A	9410014.379848896	23	2476	-1	23	352.2845	1	352.2845	9410014.379848896
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	119452.85407452725	80520.714309639	105905.73457874612	81777.54388324679	97749.60287418551	83160.1937430771	70287.99004863927	82982.08873929553	78718.41302907653	171696.6627882682	97179.73758361707	100006.33719745971	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2477.0","main.cluster index_upperinput":"2477.0"}	This Node is a Singleton	N/A	N/A	N/A	8.4024	8.4024	0	N/A	N/A	2872796.8173517096	27	2477	-1	27	217.1589	1	217.1589	2872796.8173517096
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	1137.1856863427433	4099.150990439418	358993.8276938094	1627.4078593329884	14162.652035189183	6795.716768257097	5685.059004387193	19702.937754404105	14621.985490519048	21953.259210802804	132284.51399794506	20516.745424972894	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2478.0","main.cluster index_upperinput":"2478.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=33&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	6.8776	6.8776	0	N/A	N/A	1301431.948202477	15	2478	33	15	304.2637	1	304.2637	1301431.948202477
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	149698.67431088717	49522.13654438365	196156.1688154839	977126.2350874537	338255.09157190844	409976.56115039747	46001.524311752706	9980.197744353836	401228.9963720696	279370.61913325085	149387.40330782524	424881.324492156	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2479.0","main.cluster index_upperinput":"2479.0"}	This Node is a Singleton	N/A	N/A	N/A	8.1560	8.1560	0	N/A	N/A	8235317.362614962	27	2479	-1	27	598.3787	1	598.3787	8235317.362614962
leaves,na,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	13842.269060888206	5546.955922128425	3509962.7240938824	35532.102268635004	38510.182315821774	144629.12571414775	0.0	0.0	69893.5054300216	105937.04557672341	811122.5942070298	730781.080426139	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2480.0","main.cluster index_upperinput":"2480.0"}	This Node is a Singleton	N/A	N/A	N/A	2.5930	2.5930	0	N/A	N/A	11812265.48832595	18	2480	-1	18	311.0525	1	311.0525	11812265.48832595
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	769921.0464076453	88965.49809700747	39718.52173453385	29144.84389138068	12571.276585947988	6562.787551652193	3277.74069440133	12848.485848416756	278844.30007852725	53897.90472538792	54914.17939199045	73414.08276165913	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2481.0","main.cluster index_upperinput":"2481.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=165&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	5.3691	5.3691	0	N/A	N/A	3132545.9451005943	25	2481	165	25	345.0972	1	345.0972	3132545.9451005943
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	2010472.5044756478	18562.35882343097	18050.810251349463	15083.929476995529	46498.23082259673	6893.745790528435	28750.44525857866	32012.347542607684	34126.611684344505	67615.21924073361	642507.4616450444	244426.20638166423	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2482.0","main.cluster index_upperinput":"2482.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=63&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	2.9842	2.9842	0	N/A	N/A	6817510.401723648	22	2482	63	22	572.2333	1	572.2333	6817510.401723648
leaves,na,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Mangifera indica,Sclerocarya birrea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	378.38241596252084	836.2814197335894	772.3228782513552	29303.893151571854	372676.4788620964	0.0	0.0	160304.2991259714	30053.01293501669	1005.3861655921672	16005.453184782018	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2483.0","main.cluster index_upperinput":"2483.0"}	This Node is a Singleton	N/A	N/A	N/A	8.8979	8.8979	0	N/A	N/A	1391471.0340095023	11	2483	-1	11	428.3736	1	428.3736	1391471.0340095023
na,root bark	na,Mangifera indica,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	96388.3114333676	0.0	0.0	1850036.50034758	0.0	0.0	0.0	0.0	0.0	50863.1050498866	834182.0621918348	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2484.0","main.cluster index_upperinput":"2484.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=99&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	4.5710	4.5710	0	N/A	N/A	6093589.960592276	4	2484	99	4	761.2074	1	761.2074	6093589.960592276
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	24581.64137430486	635.6403649771266	499.26631729589826	2200.778252458403	1335476.9898714786	1185.5859759988914	0.0	86862.4614485061	31834.6889294023	2443799.2983442643	37095.267911530565	694263.5052865691	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2485.0","main.cluster index_upperinput":"2485.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=41&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	8.2804	8.2804	0	N/A	N/A	17648213.18806234	17	2485	41	17	434.3274	1	434.3274	17648213.18806234
leaves,na,stem bark,root bark	Pseudospondias microcarpa,na	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	195201.5255826176	0.0	0.0	0.0	1878.5232657925083	142009.53589772148	735.5102227881005	108929.69541577231	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2486.0","main.cluster index_upperinput":"2486.0"}	This Node is a Singleton	N/A	N/A	N/A	5.5377	5.5377	0	N/A	N/A	1490853.7818190781	5	2486	-1	5	667.3086	1	667.3086	1490853.7818190781
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	384479.41004214995	330923.94524654973	106839.10391867039	22333.475288136564	138660.2372497214	40098.822634994765	30420.618776230684	165269.59074672128	59430.34374090018	7955812.851970285	127658.65100145232	260719.21753941328	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2487.0","main.cluster index_upperinput":"2487.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=171&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	8.4223	8.4223	0	N/A	N/A	43078991.3365705	27	2487	171	27	546.4008	1	546.4008	43078991.3365705
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	99189.15284824111	100729.23859453724	32373.490512797234	5164.507363617786	64177.39938068214	7751.624777631965	6432.678905560841	97976.29019292351	10353.44645792342	1785301.9468375575	38808.785051994055	81359.96653822018	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2488.0","main.cluster index_upperinput":"2488.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=171&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	8.3201	8.3201	0	N/A	N/A	9938141.410717672	27	2488	171	27	871.6195	2	436.3098	9938141.410717672
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	360415.4402075914	332820.5668875024	317610.92570422555	397585.2543301581	410068.28532665636	475876.42112159677	398300.02332025324	316402.1326846085	407450.11786989536	475228.7157796883	375400.18554835924	384534.96848688816	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2489.0","main.cluster index_upperinput":"2489.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=48&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	3.9424	3.9424	0	N/A	N/A	10864242.61491905	27	2489	48	27	326.2535	1	326.2535	10864242.61491905
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	67782.8126170428	20017.494459534624	31695.91611292598	17469.571314959725	3035095.8688632348	15587.53729453007	5630.22844901369	118614.44306993234	142221.2968192653	3241822.726354114	64914.3823195212	1578052.8513079316	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2490.0","main.cluster index_upperinput":"2490.0"}	This Node is a Singleton	N/A	N/A	N/A	8.8480	8.8480	0	N/A	N/A	28824047.78796753	27	2490	-1	27	392.3149	1	392.3149	28824047.78796753
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	1607880.5617259783	2926821.3995024543	1216544.1062047465	1828475.0548684504	2316192.959462402	231035.4360188946	1163174.449885464	6471448.184241612	2376118.1319007287	425710.6072328212	1393325.0121405185	475573.5242767469	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2491.0","main.cluster index_upperinput":"2491.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=473&task=1ad34e72edcf45cbb40c79344f28c967&show=true	"InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)/t7-/m0/s1"	PANTOTHENIC ACID	0.947473	1.7530	1.7530	0	CC(C)(CO)[C@H](/C(=N/CCC(=O)O)/O)O	CCMSLIB00006679138	38315117.89863167	25	2491	473	25	220.1180	1	220.1180	38315117.89863167
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	297603.0693178598	2944.301942563204	10332.823895348505	60885.631821953786	42089.42877882166	189958.7871967306	7014.617066656338	23289.06544627495	260563.51461798625	27021.63456568123	1868.2392850201388	2037.7237244719408	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2492.0","main.cluster index_upperinput":"2492.0"}	This Node is a Singleton	N/A	N/A	N/A	4.2223	4.2223	0	N/A	N/A	2009683.581667029	19	2492	-1	19	394.2436	1	394.2436	2009683.581667029
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4801.931870658586	2047.8048662234899	0.0	133636.22397974317	0.0	0.0	519245.710035989	877.6306569529243	4689.510484028317	2318.968290255346	1924.6004947388612	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2493.0","main.cluster index_upperinput":"2493.0"}	This Node is a Singleton	N/A	N/A	N/A	10.4354	10.4354	0	N/A	N/A	578541.6585497605	7	2493	-1	7	488.4108	1	488.4108	578541.6585497605
leaves,na,stem bark,root bark	na,Mangifera indica,Sclerocarya birrea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	467216.16560382186	0.0	589.7242594199485	0.0	0.0	85535.38665776838	11807.216124875617	24052.48191344842	90900.36994160114	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2494.0","main.cluster index_upperinput":"2494.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=51&task=1ad34e72edcf45cbb40c79344f28c967&show=true	N/A	N/A	N/A	3.4748	3.4748	0	N/A	N/A	1462453.7502141036	6	2494	51	6	681.1454	1	681.1454	1462453.7502141036
leaves,na,fruits,stem bark,root bark	Pseudospondias microcarpa,na,Haemotostaphis barteri,Lannea barteri,Spondias dulcis,Mangifera indica,Sclerocarya birrea,Anacardium occidentale	0.0	0.0	0.0	0.0	0.0	0.0	1223782.8908482292	1327644.7488328763	1443450.8569698075	1269436.0442612208	1014269.9083913342	1306364.2996622326	1323789.2497894159	1434963.6737447116	1103025.9369616234	1889500.3882632079	1308918.4884288872	1345987.0361683425	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=1ad34e72edcf45cbb40c79344f28c967&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"2495.0","main.cluster index_upperinput":"2495.0"}	This Node is a Singleton	N/A	N/A	N/A	5.4192	5.4192	0	N/A	N/A	37187985.84597272	27	2495	-1	27	266.1518	1	266.1518	37187985.84597272
